ruleid	name	roleflag	itemsdroprate
22442	特级菩提*3	1	[{11020500,1,3}]
22443	凡品雪莲*3	1	[{11040600,1,3}]
22444	中品雪莲*3	1	[{11040700,1,3}]
22445	上品雪莲*3	1	[{11040800,1,3}]
22446	药品折扣礼包  非绑  特级雪莲*3	1	[{11040900,1,3}]
22447	宝石折扣礼包  三级韧性宝石*5	1	[{14001131,1,5}]
22448	三级攻击宝石*5	1	[{14000831,1,5}]
22449	三级闪避宝石*5	1	[{14001031,1,5}]
22450	三级暴击宝石*5	1	[{14001231,1,5}]
22451	宝石折扣礼包   三级命中宝石*5	1	[{14000931,1,5}]
22452	宝石折扣礼包  非绑 三级韧性宝石*5	1	[{14001130,1,5}]
22453	三级攻击宝石*5	1	[{14000830,1,5}]
22454	三级闪避宝石*5	1	[{14001030,1,5}]
22455	三级暴击宝石*5	1	[{14001230,1,5}]
22456	宝石折扣礼包   非绑  三级命中宝石*5	1	[{14000930,1,5}]
22457	修炼令（绑定）×1（封魔洞掉落）	1	[{15000061,1,1}]
22458	修炼令（非绑）×1（雪寒宫掉落）	1	[{15000060,1,1}]
