id	droplist
{96,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{95,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{94,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{93,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{92,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{91,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{90,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{89,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{88,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{87,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{86,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{85,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{84,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{83,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{82,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{81,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{80,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{79,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{78,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{77,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{76,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{75,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{74,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{73,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{72,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{71,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{70,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{69,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{68,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{67,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{66,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{65,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{64,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{63,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{62,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{61,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{60,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{59,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{58,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{57,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{56,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{55,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{54,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{53,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{52,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{51,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{50,1}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{49,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{48,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{47,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{46,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{45,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{44,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{43,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{42,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{41,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{40,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{39,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{38,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{37,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{36,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{35,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{34,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{33,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{32,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{31,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{30,1}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{29,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{28,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{27,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{26,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{25,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{24,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{23,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{22,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{21,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{20,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{19,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{18,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{17,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{16,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{15,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{14,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{13,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{12,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{11,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{10,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{9,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{8,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{7,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{6,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{5,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{4,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{3,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{2,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{1,1}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
